ID,FECHA,GESTION,MES,DIA,TIPO_DE_ENTIDAD,EXPRESADO,ENTIDIDAD,COEFICIENTE_DE_ADECUACION_PATRIMONIAL
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCMG,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMG,0.3894
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCMM,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMM,0.1631
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCEC,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CEC,0.2301
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCCP,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCP,0.1833
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCAS,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CAS,0.164
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCJB,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJB,0.2399
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCMR,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMR,0.1676
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCJO,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJO,0.1763
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOCCB,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCB,0.1754
2014131COPERATIVAS_DE_AHORRO_Y_CREDITOTOTAL,41670,2014,1,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,TOTAL,0.194
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCJN,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJN,0.1882
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCSM,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSM,0.1178
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCFA,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CFA,0.1782
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCME,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CME,0.116
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCSP,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSP,0.3615
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCLY,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CLY,0.388
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCCA,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCA,0.2133
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCSA,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSA,0.2817
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCPX,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CPX,0.218
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCIH,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CIH,0.2731
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCQC,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CQC,0.2034
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCJP,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJP,0.224
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCTR,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CTR,0.1976
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCCM,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCM,0.1528
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCSR,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSR,0.1675
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCST,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CST,0.2102
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCCR,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCR,0.2311
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCMG,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMG,0.384
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCMM,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMM,0.1626
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCEC,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CEC,0.2228
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCCP,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCP,0.1805
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCAS,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CAS,0.1627
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCJB,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJB,0.2504
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCMR,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMR,0.1668
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCJO,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJO,0.1762
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOCCB,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCB,0.1732
2014228COPERATIVAS_DE_AHORRO_Y_CREDITOTOTAL,41698,2014,2,28,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,TOTAL,0.1935
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCJN,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJN,0.19
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCSM,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSM,0.1236
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCFA,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CFA,0.1742
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCME,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CME,0.116
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCSP,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSP,0.3629
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCLY,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CLY,0.3752
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCCA,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCA,0.2156
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCSA,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSA,0.2806
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCPX,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CPX,0.2171
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCIH,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CIH,0.2687
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCQC,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CQC,0.2022
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCJP,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJP,0.2227
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCTR,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CTR,0.2015
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCCM,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCM,0.1518
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCSR,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSR,0.1692
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCST,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CST,0.2095
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCCR,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCR,0.2314
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCMG,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMG,0.3798
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCMM,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMM,0.1629
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCEC,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CEC,0.2188
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCCP,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCP,0.1804
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCAS,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CAS,0.1638
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCJB,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJB,0.254
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCMR,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMR,0.1655
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCJO,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJO,0.1757
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOCCB,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCB,0.1712
2014331COPERATIVAS_DE_AHORRO_Y_CREDITOTOTAL,41729,2014,3,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,TOTAL,0.194
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCJN,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJN,0.1915
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCSM,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSM,0.1219
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCFA,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CFA,0.1823
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCME,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CME,0.1213
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCSP,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSP,0.3789
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCLY,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CLY,0.3827
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCCA,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCA,0.2117
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCSA,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSA,0.281
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCPX,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CPX,0.2134
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCIH,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CIH,0.268
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCQC,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CQC,0.204
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCJP,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJP,0.2222
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCTR,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CTR,0.2059
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCCM,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCM,0.1511
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCSR,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSR,0.1678
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCST,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CST,0.1999
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCCR,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCR,0.2241
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCMG,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMG,0.3796
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCMM,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMM,0.1633
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCEC,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CEC,0.2136
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCCP,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCP,0.1828
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCAS,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CAS,0.1605
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCJB,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJB,0.2595
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCMR,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMR,0.1661
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCJO,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJO,0.1748
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOCCB,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCB,0.1728
2014430COPERATIVAS_DE_AHORRO_Y_CREDITOTOTAL,41759,2014,4,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,TOTAL,0.1947
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCJN,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJN,0.1926
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCSM,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSM,0.1211
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCFA,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CFA,0.1852
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCME,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CME,0.1209
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCSP,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSP,0.3986
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCLY,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CLY,0.4058
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCCA,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCA,0.2121
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCSA,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSA,0.2799
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCPX,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CPX,0.2263
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCIH,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CIH,0.2665
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCQC,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CQC,0.2054
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCJP,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJP,0.2328
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCTR,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CTR,0.2073
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCCM,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCM,0.1661
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCSR,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSR,0.1679
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCST,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CST,0.1935
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCCR,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCR,0.2283
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCMG,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMG,0.3994
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCMM,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMM,0.1543
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCEC,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CEC,0.2248
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCCP,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCP,0.185
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCAS,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CAS,0.1567
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCJB,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJB,0.2639
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCMR,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CMR,0.1743
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCJO,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJO,0.1784
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOCCB,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCB,0.1799
2014531COPERATIVAS_DE_AHORRO_Y_CREDITOTOTAL,41790,2014,5,31,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,TOTAL,0.1975
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCJN,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CJN,0.1892
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCSM,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSM,0.1216
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCFA,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CFA,0.1866
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCME,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CME,0.1196
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCSP,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CSP,0.3954
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCLY,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CLY,0.4196
2014630COPERATIVAS_DE_AHORRO_Y_CREDITOCCA,41820,2014,6,30,COPERATIVAS_DE_AHORRO_Y_CREDITO,EXPRESADO EN PORCENTAJE,CCA,0.2302
